neighbourhood_group;neighbourhood;room_type;price;minimum_nights;number_of_reviews;reviews_per_month;calculated_host_listings_count;availability_365
Lisboa;Misericrdia;Entire home/apt;47;2;2;0.12;315;0
Lisboa;Arroios;Entire home/apt;119;1;22;1.08;6;359
Cascais;Cascais e Estoril;Entire home/apt;98;2;11;0.57;65;179
Lisboa;Misericrdia;Entire home/apt;110;3;3;0.15;1;15
Lisboa;Misericrdia;Entire home/apt;64;3;53;2.53;15;356
Lisboa;Santa Maria Maior;Entire home/apt;149;2;124;5.92;4;309
Lisboa;Avenidas Novas;Entire home/apt;120;3;12;0.58;73;55
Lisboa;Misericrdia;Entire home/apt;65;3;73;3.58;1;169
Amadora;Venteira;Entire home/apt;80;2;16;0.79;1;17
Lisboa;So Vicente;Entire home/apt;59;2;105;4.98;19;343
Sintra;Colares;Entire home/apt;70;2;13;0.72;1;146
Lisboa;So Vicente;Entire home/apt;105;3;40;1.98;11;139
Lisboa;Estrela;Entire home/apt;120;4;12;0.59;8;224
Lisboa;Arroios;Entire home/apt;37;2;28;1.52;1;293
Lisboa;Alcntara;Entire home/apt;70;2;6;0.36;12;320
Lisboa;Misericrdia;Entire home/apt;58;2;26;1.24;67;352
Lisboa;Santo Antnio;Entire home/apt;60;2;50;2.40;3;0
Cascais;Cascais e Estoril;Private room;50;1;1;0.05;4;365
Lisboa;Marvila;Entire home/apt;130;2;33;1.71;1;169
Lisboa;Santo Antnio;Entire home/apt;65;2;70;3.34;4;347
Cascais;Alcabideche;Entire home/apt;65;2;36;1.74;1;261
Lisboa;Santa Maria Maior;Entire home/apt;50;2;58;2.76;23;48
Lourinh;Lourinh e Atalaia;Hotel room;50;3;0;;36;341
Lisboa;Santa Maria Maior;Hotel room;65;1;30;1.42;2;93
Lisboa;Santa Maria Maior;Entire home/apt;70;2;91;4.40;10;342
Cascais;Carcavelos e Parede;Entire home/apt;50;2;34;1.62;10;322
Lourinh;Lourinh e Atalaia;Hotel room;60;3;0;;36;338
Lisboa;Arroios;Entire home/apt;100;3;22;1.05;70;365
Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;Hotel room;95;1;72;3.72;6;338
Lisboa;Arroios;Entire home/apt;65;3;0;;2;358
Lisboa;Arroios;Entire home/apt;110;1;15;0.71;6;356
Lisboa;Avenidas Novas;Entire home/apt;95;1;9;0.47;3;167
Lisboa;Misericrdia;Entire home/apt;120;3;55;3.38;3;198
Lourinh;Lourinh e Atalaia;Entire home/apt;70;7;1;0.30;36;365
Lisboa;Misericrdia;Entire home/apt;50;1;54;2.58;23;327
Oeiras;Oeiras e S.Julio da Barra, Pao de Arcos e Caxias;Entire home/apt;50;5;0;;1;364
Lisboa;Belm;Entire home/apt;85;3;45;2.23;1;319
Lisboa;Parque das Naes;Entire home/apt;100;2;54;2.66;15;304
Lisboa;Misericrdia;Entire home/apt;55;3;22;1.14;1;245
Lisboa;Arroios;Entire home/apt;55;3;64;3.06;18;37
Lisboa;Santo Antnio;Entire home/apt;120;2;38;1.88;4;350
Lisboa;Misericrdia;Private room;40;1;84;4.08;7;88
Lisboa;Misericrdia;Private room;30;1;115;5.73;7;75
Lisboa;Misericrdia;Private room;30;1;60;2.89;7;108
Cascais;Carcavelos e Parede;Private room;55;1;4;0.35;8;180
Mafra;Santo Isidoro;Entire home/apt;80;5;2;0.12;1;312
Lisboa;Misericrdia;Private room;30;1;76;3.76;7;99
Lisboa;Misericrdia;Entire home/apt;100;2;92;4.73;1;112
Lisboa;Areeiro;Entire home/apt;50;1;98;4.71;3;241
Lourinh;Lourinh e Atalaia;Hotel room;80;3;0;;36;349
Lourinh;Lourinh e Atalaia;Hotel room;140;3;0;;36;357
Sintra;So Joo das Lampas e Terrugem;Entire home/apt;52;3;9;0.55;315;241
Sintra;So Joo das Lampas e Terrugem;Entire home/apt;73;3;7;0.42;315;232
Cascais;Carcavelos e Parede;Private room;31;1;10;0.49;10;341
Cascais;Carcavelos e Parede;Private room;31;1;32;1.62;10;341
Lisboa;Misericrdia;Private room;30;2;61;3.01;5;218
Lisboa;Ajuda;Entire home/apt;50;2;108;5.72;2;145
Lisboa;Santa Maria Maior;Entire home/apt;62;1;117;5.54;30;160
Sintra;Algueiro-Mem Martins;Entire home/apt;55;1;0;;1;179
Lisboa;So Vicente;Entire home/apt;70;2;34;1.77;8;161
Oeiras;Oeiras e S.Julio da Barra, Pao de Arcos e Caxias;Entire home/apt;125;3;0;;36;282
Lisboa;Santa Maria Maior;Entire home/apt;100;2;49;2.43;1;230
Torres Vedras;A dos Cunhados e Maceira;Entire home/apt;139;3;2;0.12;36;87
Lisboa;Arroios;Entire home/apt;50;1;54;2.79;1;171
Lisboa;Misericrdia;Entire home/apt;130;2;53;2.52;4;343
Lisboa;Areeiro;Private room;30;2;92;5.35;3;25
Cascais;So Domingos de Rana;Entire home/apt;150;3;32;1.73;1;252
Mafra;Carvoeira;Entire home/apt;47;3;2;0.12;315;365
Lisboa;So Vicente;Entire home/apt;90;2;55;2.65;1;331
Mafra;Carvoeira;Entire home/apt;109;3;1;0.09;315;365
Lisboa;Santa Maria Maior;Entire home/apt;30;2;71;3.50;1;313
Lisboa;Areeiro;Entire home/apt;60;3;22;1.18;1;344
Lisboa;Misericrdia;Entire home/apt;145;2;37;1.92;4;318
Mafra;Carvoeira;Entire home/apt;100;2;15;0.78;1;0
Mafra;Ericeira;Entire home/apt;63;3;1;0.06;315;150
Lisboa;Misericrdia;Private room;30;2;51;2.67;5;236
Mafra;Ericeira;Entire home/apt;65;2;10;0.60;1;342
Lisboa;Campolide;Entire home/apt;48;3;19;1.05;13;355
Lisboa;Santa Maria Maior;Entire home/apt;99;3;55;2.75;1;142
Cascais;Cascais e Estoril;Entire home/apt;150;2;1;0.06;4;364
Lisboa;Santo Antnio;Entire home/apt;120;4;0;;3;0
Cascais;Cascais e Estoril;Hotel room;93;4;9;0.56;38;289
Mafra;Ericeira;Entire home/apt;40;5;7;0.36;1;90
Lisboa;Areeiro;Private room;40;4;1;0.56;16;147
Sintra;So Joo das Lampas e Terrugem;Entire home/apt;60;7;16;0.91;1;260
Lisboa;Santa Maria Maior;Entire home/apt;65;3;64;3.21;5;0
Lisboa;Santa Maria Maior;Entire home/apt;60;2;77;3.73;10;337
Lisboa;Misericrdia;Entire home/apt;100;2;13;0.63;11;336
Lisboa;Santa Maria Maior;Entire home/apt;60;2;84;4.05;10;326
Lisboa;Misericrdia;Entire home/apt;100;2;2;0.10;11;343
Lisboa;Misericrdia;Entire home/apt;100;2;7;0.35;11;348
Lisboa;Arroios;Entire home/apt;300;2;19;0.99;18;333
Lisboa;Misericrdia;Entire home/apt;120;1;51;2.46;5;0
Azambuja;Azambuja;Entire home/apt;58;2;4;0.27;1;0
Lisboa;Estrela;Entire home/apt;50;1;80;3.83;3;269
Lisboa;Arroios;Entire home/apt;50;3;47;2.27;3;350
Lisboa;Parque das Naes;Entire home/apt;80;1;21;1.03;4;0
Lisboa;Alcntara;Entire home/apt;90;2;21;1.15;18;330
Lisboa;Santa Maria Maior;Entire home/apt;50;2;32;1.55;9;220
Cascais;Cascais e Estoril;Entire home/apt;80;1;56;2.94;2;344
Lisboa;Arroios;Private room;15;1;40;1.90;6;262
Cascais;Carcavelos e Parede;Private room;31;1;7;0.35;10;341
Lourinh;Lourinh e Atalaia;Entire home/apt;160;3;5;0.25;1;177
Cascais;Carcavelos e Parede;Private room;31;1;25;1.24;10;331
Mafra;Mafra;Entire home/apt;200;3;0;;2;230
Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;Entire home/apt;100;2;50;2.57;1;363
Lisboa;Santo Antnio;Private room;19;1;36;1.72;5;0
Cascais;Carcavelos e Parede;Private room;31;1;16;0.85;10;341
Mafra;Carvoeira;Entire home/apt;56;3;0;;5;364
Sintra;So Joo das Lampas e Terrugem;Entire home/apt;70;2;16;0.82;1;236
Lisboa;Santa Maria Maior;Entire home/apt;50;3;55;2.70;5;0
Oeiras;Algs, Linda-a-Velha e Cruz Quebrada-Dafundo;Private room;35;4;19;1.01;8;53
Lisboa;Estrela;Entire home/apt;70;2;55;2.90;15;341
Lisboa;Arroios;Private room;35;1;21;1.01;6;361
Lisboa;Arroios;Private room;32;1;16;0.77;6;308
Lisboa;Arroios;Entire home/apt;60;2;24;1.17;10;365
Sintra;Colares;Entire home/apt;200;3;5;0.32;1;331
Lisboa;Arroios;Private room;24;1;24;1.14;6;270
Mafra;Carvoeira;Entire home/apt;300;3;1;0.16;2;218
Lisboa;Santo Antnio;Entire home/apt;49;4;72;3.48;1;47
Lisboa;Arroios;Private room;18;1;41;1.96;6;261
Oeiras;Oeiras e S.Julio da Barra, Pao de Arcos e Caxias;Entire home/apt;100;3;0;;1;0
Lisboa;Arroios;Private room;18;1;58;2.76;6;269
Lisboa;Belm;Entire home/apt;70;3;3;0.16;6;302
Lisboa;Arroios;Private room;35;4;16;0.77;38;83
Lisboa;Arroios;Private room;30;4;20;0.96;38;0
Lisboa;Santa Maria Maior;Entire home/apt;120;2;6;0.30;13;269
Cascais;Carcavelos e Parede;Entire home/apt;90;2;5;1.07;2;146
Lisboa;Santa Maria Maior;Private room;110;2;0;;6;365
Lisboa;Estrela;Entire home/apt;90;1;24;1.39;2;345
Lisboa;Santa Maria Maior;Entire home/apt;120;3;19;0.93;1;348
Lisboa;Arroios;Entire home/apt;100;2;4;0.25;13;265
Lisboa;Arroios;Entire home/apt;100;2;7;0.35;13;265
Lisboa;Santo Antnio;Hotel room;60;2;42;2.32;5;356
Lisboa;Estrela;Entire home/apt;70;4;1;0.05;1;301
Lisboa;Santa Maria Maior;Entire home/apt;40;2;40;1.94;39;359
Lisboa;Ajuda;Entire home/apt;80;2;31;1.58;2;329
Sintra;Colares;Entire home/apt;150;7;12;0.72;2;291
Cascais;Cascais e Estoril;Entire home/apt;59;2;12;0.62;1;251
Lisboa;Santa Maria Maior;Entire home/apt;120;2;0;;13;242
Lisboa;Santa Maria Maior;Entire home/apt;280;2;0;;13;257
Lisboa;Santa Maria Maior;Entire home/apt;140;2;0;;13;265
Cascais;Carcavelos e Parede;Entire home/apt;90;1;10;0.56;2;254
Sintra;Queluz e Belas;Private room;20;1;0;;1;0
Lisboa;Misericrdia;Entire home/apt;77;2;69;3.42;6;355
Lisboa;Areeiro;Entire home/apt;52;5;17;0.87;1;240
Lisboa;Santa Maria Maior;Entire home/apt;115;2;2;0.12;13;269
Cascais;Cascais e Estoril;Entire home/apt;145;2;4;0.20;26;346
Lisboa;Santa Maria Maior;Entire home/apt;140;2;7;0.36;13;244
Lisboa;Areeiro;Entire home/apt;145;3;16;0.79;36;340
Cascais;Cascais e Estoril;Hotel room;93;4;14;0.78;38;337
Lisboa;So Vicente;Entire home/apt;39;2;88;4.22;8;356
Mafra;Ericeira;Entire home/apt;63;2;10;0.53;1;173
Lisboa;So Vicente;Entire home/apt;65;4;77;4.02;1;10
Lisboa;Misericrdia;Entire home/apt;180;2;10;0.50;18;272
Lisboa;Misericrdia;Entire home/apt;90;3;41;2.01;38;329
Lisboa;Santa Maria Maior;Entire home/apt;65;2;86;4.18;6;360
Lisboa;Avenidas Novas;Entire home/apt;110;3;13;0.65;70;365
Lisboa;So Vicente;Private room;31;2;70;3.44;7;3
Lisboa;Alvalade;Entire home/apt;100;2;119;6.72;7;317
Lisboa;Arroios;Private room;36;1;78;3.92;44;263
Lisboa;Ajuda;Private room;35;1;36;1.78;2;0
Lisboa;So Vicente;Private room;35;1;83;4.02;44;262
Lisboa;Misericrdia;Entire home/apt;100;2;4;0.20;18;341
Lisboa;So Vicente;Private room;31;2;60;2.95;7;11
Lisboa;So Vicente;Entire home/apt;160;2;89;4.26;11;342
Lisboa;Misericrdia;Entire home/apt;150;2;9;0.46;18;346
Cascais;Cascais e Estoril;Entire home/apt;75;1;3;0.41;3;254
Lisboa;Misericrdia;Entire home/apt;100;1;92;4.57;1;243
Oeiras;Algs, Linda-a-Velha e Cruz Quebrada-Dafundo;Entire home/apt;40;1;18;0.89;2;346
Cascais;Cascais e Estoril;Entire home/apt;350;2;1;0.07;4;364
Torres Vedras;Silveira;Entire home/apt;35;2;21;1.19;4;330
Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;Entire home/apt;180;3;10;0.57;1;205
Lisboa;Santa Maria Maior;Entire home/apt;65;2;94;4.63;8;15
Cascais;Carcavelos e Parede;Entire home/apt;150;2;12;0.59;1;63
Alenquer;Ventosa;Entire home/apt;85;2;11;0.95;2;326
Lisboa;Santa Maria Maior;Entire home/apt;69;3;53;2.78;10;348
Lisboa;So Vicente;Entire home/apt;75;4;45;2.21;16;271
Lisboa;So Vicente;Entire home/apt;95;1;16;0.78;3;1
Lisboa;Santa Maria Maior;Private room;40;2;16;0.79;2;0
Lisboa;Arroios;Entire home/apt;65;2;61;3.01;1;355
Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;Entire home/apt;100;3;6;0.30;2;155
Lisboa;Misericrdia;Entire home/apt;50;3;27;1.33;1;352
Cascais;Carcavelos e Parede;Entire home/apt;315;1;48;2.37;1;281
Lisboa;Arroios;Entire home/apt;85;2;67;3.32;1;139
Lisboa;Parque das Naes;Private room;28;1;29;1.42;4;0
Lisboa;Parque das Naes;Private room;50;1;20;0.98;4;0
Lisboa;Santa Maria Maior;Entire home/apt;50;2;6;0.30;3;179
Lisboa;Olivais;Entire home/apt;60;2;17;3.49;3;67
Oeiras;Algs, Linda-a-Velha e Cruz Quebrada-Dafundo;Entire home/apt;200;3;1;0.18;8;242
Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;Entire home/apt;60;3;30;1.55;1;295
Lisboa;Santa Maria Maior;Entire home/apt;220;3;64;3.79;2;279
Mafra;Ericeira;Entire home/apt;90;2;7;0.43;1;365
Lisboa;Misericrdia;Private room;21;2;2;0.10;1;0
Mafra;Ericeira;Entire home/apt;250;2;6;0.34;7;359
Cascais;Cascais e Estoril;Entire home/apt;420;2;31;1.56;4;323
Lisboa;Ajuda;Entire home/apt;45;1;31;1.52;23;346
Lisboa;Santa Maria Maior;Entire home/apt;100;2;5;0.25;11;351
Mafra;Ericeira;Entire home/apt;220;2;15;0.89;14;270
Lisboa;Santo Antnio;Private room;20;1;28;1.39;5;25
Lisboa;Santo Antnio;Private room;20;1;45;2.24;5;0
Lisboa;Arroios;Private room;18;2;2;0.10;1;0
Cascais;Cascais e Estoril;Entire home/apt;60;5;6;0.37;1;179
Lisboa;Santa Maria Maior;Entire home/apt;50;2;28;1.41;4;307
Lisboa;Estrela;Private room;80;1;52;2.58;11;260
Lisboa;Ajuda;Entire home/apt;150;2;5;0.30;3;181
Lisboa;Santo Antnio;Entire home/apt;78;1;25;1.23;66;300
Sintra;Almargem do Bispo, Pro Pinheiro e Montelavar;Private room;100;28;1;0.05;2;362
Lisboa;Misericrdia;Entire home/apt;150;2;5;0.25;18;343
Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;Entire home/apt;100;3;11;0.58;22;0
Cascais;Cascais e Estoril;Entire home/apt;125;5;5;0.26;40;355
Cascais;Carcavelos e Parede;Entire home/apt;750;2;14;0.79;5;234
Lisboa;Misericrdia;Entire home/apt;250;7;0;;73;0
Cascais;Cascais e Estoril;Entire home/apt;350;7;4;0.24;1;365
Lisboa;Misericrdia;Entire home/apt;150;2;4;0.20;18;334
Lourinh;So Bartolomeu dos Galegos e Moledo;Entire home/apt;50;1;13;0.64;3;0
Lisboa;Santa Maria Maior;Entire home/apt;98;3;92;4.54;8;245
Lisboa;Belm;Entire home/apt;68;2;2;0.10;2;327
Lisboa;Arroios;Entire home/apt;96;2;30;1.45;1;0
Lisboa;So Vicente;Entire home/apt;80;3;35;2.08;73;308
Lisboa;Arroios;Entire home/apt;150;2;50;2.65;1;170
Lisboa;Misericrdia;Entire home/apt;55;2;50;2.47;1;0
Lisboa;Arroios;Entire home/apt;90;3;3;0.15;1;300
Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;Entire home/apt;100;1;70;3.44;4;113
Alenquer;Carnota;Entire home/apt;55;3;34;2.08;2;328
Sintra;Colares;Entire home/apt;42;2;22;1.11;1;0
Lisboa;Santa Maria Maior;Entire home/apt;80;3;43;2.08;3;317
Lisboa;Alvalade;Entire home/apt;94;2;7;0.34;1;363
Amadora;guas Livres;Private room;16;2;39;1.96;2;144
Lisboa;Arroios;Entire home/apt;50;1;49;2.40;23;327
Lisboa;Alvalade;Entire home/apt;68;2;3;0.15;65;313
Lisboa;Misericrdia;Private room;30;2;57;2.83;5;242
Cascais;Cascais e Estoril;Entire home/apt;44;3;40;1.96;2;0
Lisboa;Belm;Entire home/apt;104;1;0;;40;329
Lisboa;Santa Maria Maior;Entire home/apt;120;3;54;2.67;73;341
Lisboa;Santa Maria Maior;Entire home/apt;120;2;31;1.68;1;304
Sintra;Colares;Entire home/apt;50;2;41;2.03;4;180
Lisboa;Misericrdia;Entire home/apt;80;3;63;3.15;1;349
Lisboa;Santa Maria Maior;Entire home/apt;150;4;4;0.24;7;225
Lisboa;So Vicente;Entire home/apt;80;2;40;1.97;1;249
Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;Entire home/apt;90;2;33;1.76;1;308
Lisboa;Alcntara;Entire home/apt;75;3;2;0.12;1;345
Lisboa;Misericrdia;Entire home/apt;150;3;28;1.43;1;338
Lisboa;Parque das Naes;Entire home/apt;45;3;46;2.36;1;338
Lisboa;Misericrdia;Entire home/apt;100;1;1;0.05;67;337
Lisboa;Santa Maria Maior;Entire home/apt;80;3;45;2.25;2;344
Lisboa;Areeiro;Private room;40;4;3;0.50;16;117
Lisboa;Areeiro;Private room;40;4;1;0.33;16;132
Lisboa;Areeiro;Private room;40;4;1;0.06;16;288
Lisboa;Santa Maria Maior;Entire home/apt;47;2;9;0.43;315;288
Lisboa;Santa Maria Maior;Entire home/apt;47;2;17;0.87;315;290
Lisboa;Santa Maria Maior;Entire home/apt;30;2;104;5.10;15;352
Lisboa;Misericrdia;Entire home/apt;180;2;57;2.82;4;324
Lisboa;Parque das Naes;Entire home/apt;125;2;19;0.93;7;346
Lisboa;Arroios;Entire home/apt;80;2;67;3.82;1;88
Lisboa;So Vicente;Entire home/apt;75;2;0;;3;90
Lisboa;Santa Maria Maior;Entire home/apt;50;2;66;3.39;2;284
Lisboa;Arroios;Entire home/apt;89;2;68;3.34;35;179
Lisboa;Santa Maria Maior;Entire home/apt;63;2;37;1.80;315;325
Lisboa;Santa Maria Maior;Entire home/apt;105;2;89;4.31;11;346
Lisboa;Arroios;Entire home/apt;89;2;65;3.19;35;179
Lisboa;Areeiro;Entire home/apt;55;3;49;2.46;1;348
Lisboa;So Vicente;Entire home/apt;286;3;7;0.37;22;58
Lisboa;Santa Maria Maior;Entire home/apt;83;1;8;0.40;176;305
Lisboa;Misericrdia;Entire home/apt;120;2;44;2.18;4;309
Lourinh;Lourinh e Atalaia;Entire home/apt;50;7;1;0.22;1;34
Cascais;Cascais e Estoril;Private room;50;2;10;0.59;1;339
Cascais;Cascais e Estoril;Entire home/apt;75;4;15;0.77;1;128
Lisboa;Santa Maria Maior;Entire home/apt;45;2;28;1.39;4;336
Lisboa;Santa Maria Maior;Entire home/apt;58;3;16;0.84;315;329
Lisboa;Parque das Naes;Private room;66;1;2;0.12;1;298
Lisboa;Arroios;Private room;39;1;32;1.80;11;355
Lisboa;So Vicente;Entire home/apt;59;3;0;;25;239
Lisboa;Santo Antnio;Entire home/apt;90;2;70;3.45;35;179
Lisboa;Penha de Frana;Entire home/apt;60;20;6;0.36;1;0
Lisboa;Santa Maria Maior;Entire home/apt;75;3;1;0.17;25;286
Lisboa;So Vicente;Entire home/apt;53;3;42;2.08;11;321
Lisboa;Santa Maria Maior;Entire home/apt;75;2;0;;25;303
Lisboa;Misericrdia;Entire home/apt;200;2;50;2.56;4;239
Lisboa;Santa Maria Maior;Entire home/apt;90;3;37;1.90;1;346
Amadora;Falagueira-Venda Nova;Entire home/apt;45;2;52;2.54;16;350
Lisboa;Santo Antnio;Entire home/apt;67;2;63;3.08;7;346
Oeiras;Algs, Linda-a-Velha e Cruz Quebrada-Dafundo;Private room;40;3;7;0.34;1;0
Lisboa;Arroios;Entire home/apt;60;3;21;1.08;1;347
Lisboa;Misericrdia;Entire home/apt;74;3;81;4.11;2;80
Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;Entire home/apt;100;3;1;0.05;2;163
Lisboa;Penha de Frana;Entire home/apt;55;2;85;4.20;1;308
Lisboa;Santo Antnio;Entire home/apt;100;1;54;2.64;1;282
Lisboa;Santo Antnio;Entire home/apt;100;3;14;0.75;1;351
Lourinh;Lourinh e Atalaia;Entire home/apt;100;3;0;;7;364
Cascais;Cascais e Estoril;Entire home/apt;211;1;44;2.25;1;234
Lisboa;Campo de Ourique;Entire home/apt;125;1;0;;66;211
Lisboa;Campo de Ourique;Entire home/apt;125;1;0;;66;211
Mafra;Encarnao;Private room;50;31;0;;3;364
Mafra;Encarnao;Private room;40;1;7;0.37;3;364
Lisboa;Campo de Ourique;Entire home/apt;125;1;0;;66;211
Lisboa;So Vicente;Private room;62;2;5;0.25;11;353
Lisboa;Areeiro;Entire home/apt;70;2;8;0.50;1;358
Lisboa;Campo de Ourique;Entire home/apt;125;1;0;;66;211
Lisboa;Arroios;Private room;69;2;22;1.08;11;344
Lisboa;Campo de Ourique;Entire home/apt;160;1;0;;66;211
Lisboa;Avenidas Novas;Private room;35;3;0;;9;150
Lisboa;Arroios;Private room;62;2;13;0.64;11;358
Lisboa;So Vicente;Private room;85;2;2;0.11;11;343
Lisboa;Arroios;Private room;65;2;14;0.69;11;355
Lisboa;Campo de Ourique;Entire home/apt;160;1;0;;66;211
Lisboa;Arroios;Private room;69;2;17;0.84;11;344
Lisboa;Santa Maria Maior;Entire home/apt;49;2;97;5.12;1;104
Lisboa;Misericrdia;Entire home/apt;90;3;111;5.56;8;333
Lisboa;Arroios;Private room;62;2;30;1.50;11;354
Lisboa;Arroios;Private room;35;1;13;0.65;11;363
Lisboa;Arroios;Entire home/apt;84;1;103;5.42;1;157
Lisboa;Arroios;Private room;85;2;7;0.36;11;343
Lisboa;Misericrdia;Entire home/apt;100;2;20;1.02;3;288
Lisboa;Campo de Ourique;Entire home/apt;160;1;0;;66;211
Lisboa;Santa Maria Maior;Entire home/apt;50;2;87;4.25;8;7
Lisboa;Campo de Ourique;Entire home/apt;160;1;0;;66;211
Lisboa;So Vicente;Private room;65;2;8;0.39;11;361
Lisboa;So Vicente;Hotel room;69;2;6;0.87;11;347
Lisboa;Estrela;Entire home/apt;80;2;15;0.74;2;0
Lisboa;So Vicente;Entire home/apt;100;2;86;4.36;8;158
Lisboa;So Vicente;Entire home/apt;73;2;73;3.80;3;146
Lisboa;Santa Maria Maior;Entire home/apt;116;1;98;4.80;30;136
Vila Franca De Xira;Vila Franca de Xira;Private room;30;1;13;0.69;2;272
Lisboa;Campo de Ourique;Entire home/apt;160;1;0;;66;211
Lisboa;Campo de Ourique;Entire home/apt;170;1;0;;66;211
Mafra;Santo Isidoro;Entire home/apt;40;2;0;;6;331
Lisboa;Avenidas Novas;Private room;25;3;0;;9;149
Torres Vedras;Silveira;Private room;40;2;0;;1;87
Lisboa;Santa Maria Maior;Entire home/apt;41;2;68;3.38;1;340
Lisboa;Avenidas Novas;Private room;35;3;0;;9;149
Lisboa;Avenidas Novas;Private room;25;3;0;;9;149
Lisboa;Avenidas Novas;Private room;25;3;0;;9;149
Lisboa;Avenidas Novas;Private room;35;3;0;;9;149
Cascais;Cascais e Estoril;Entire home/apt;70;2;32;1.80;2;3
Lisboa;Areeiro;Private room;50;3;1;0.06;19;81
Mafra;Santo Isidoro;Entire home/apt;200;2;1;0.06;6;365
Lisboa;Carnide;Private room;45;30;4;0.23;6;332
Lisboa;Santo Antnio;Entire home/apt;110;3;39;2.33;25;341
Lisboa;Carnide;Private room;42;30;5;0.27;6;364
Sintra;Colares;Entire home/apt;100;5;9;0.52;11;90
Lisboa;Penha de Frana;Private room;17;2;37;1.82;7;118
Lisboa;Penha de Frana;Private room;10;2;25;1.24;7;4
Lisboa;Arroios;Private room;100;2;8;0.48;5;179
Lisboa;Estrela;Entire home/apt;50;2;0;;1;90
Lisboa;Misericrdia;Entire home/apt;100;1;3;0.16;3;311
Lisboa;Arroios;Entire home/apt;75;2;17;0.84;3;145
Lisboa;Estrela;Entire home/apt;150;2;45;2.31;4;349
Lisboa;Santa Maria Maior;Private room;38;1;50;2.48;10;336
Lisboa;Penha de Frana;Private room;15;2;40;1.98;7;112
Cascais;Cascais e Estoril;Entire home/apt;55;2;42;2.47;1;230
Lisboa;Penha de Frana;Entire home/apt;68;2;67;3.31;3;239
Lisboa;Lumiar;Entire home/apt;60;1;21;1.15;1;91
Lisboa;Santo Antnio;Hotel room;399;2;49;2.61;7;299
Lisboa;Belm;Entire home/apt;85;3;1;0.06;35;200
Lisboa;Avenidas Novas;Private room;35;3;0;;9;149
Lisboa;Carnide;Private room;40;30;3;0.49;6;364
Lisboa;Avenidas Novas;Private room;25;3;0;;9;149
Lisboa;Santa Maria Maior;Entire home/apt;145;2;86;4.35;10;331
Cascais;Cascais e Estoril;Entire home/apt;49;3;15;0.79;65;351
Lisboa;Arroios;Entire home/apt;150;2;2;0.11;1;0
Lisboa;Avenidas Novas;Entire home/apt;85;3;2;0.12;19;364
Lisboa;Santa Maria Maior;Entire home/apt;100;3;70;3.53;1;325
Lisboa;Arroios;Entire home/apt;110;1;13;0.82;44;325
Lisboa;Santa Maria Maior;Entire home/apt;250;2;2;0.11;1;330
Lisboa;Santo Antnio;Entire home/apt;100;3;7;0.74;4;0
Lisboa;Penha de Frana;Entire home/apt;1035;5;14;0.69;1;119
Sintra;Agualva e Mira-Sintra;Private room;19;7;5;0.25;1;365
Lisboa;Santo Antnio;Entire home/apt;34;1;95;4.76;3;195
Lisboa;Alvalade;Entire home/apt;70;2;49;2.42;1;238
Lisboa;Penha de Frana;Private room;20;1;1;0.05;1;0
Mafra;Ericeira;Entire home/apt;45;4;36;1.78;1;0
Lisboa;Santa Maria Maior;Entire home/apt;85;1;54;2.82;3;354
Lisboa;Santa Maria Maior;Entire home/apt;248;3;15;0.74;22;55
Lisboa;Misericrdia;Entire home/apt;120;2;0;;1;360
Lisboa;Santo Antnio;Entire home/apt;120;2;66;3.29;4;349
Lisboa;Misericrdia;Entire home/apt;125;1;0;;6;333
Lisboa;Misericrdia;Entire home/apt;80;2;27;1.45;1;232
Lisboa;Parque das Naes;Entire home/apt;62;1;8;0.42;176;358
Lisboa;Campo de Ourique;Entire home/apt;77;2;5;0.36;315;1
Lisboa;So Vicente;Entire home/apt;50;3;63;3.12;1;355
Lourinh;Reguengo Grande;Entire home/apt;90;2;5;0.31;1;364
Lisboa;So Vicente;Entire home/apt;100;1;56;2.77;1;355
Lisboa;Misericrdia;Entire home/apt;90;3;41;4.51;1;275
Lourinh;Lourinh e Atalaia;Entire home/apt;45;7;8;0.48;1;95
Lisboa;Arroios;Private room;75;1;26;1.70;17;363
Lisboa;Santa Maria Maior;Entire home/apt;55;2;56;2.80;5;360
Lisboa;Avenidas Novas;Private room;75;1;85;4.22;17;364
Lisboa;Misericrdia;Entire home/apt;34;2;59;2.91;7;361
Mafra;Ericeira;Entire home/apt;160;3;16;0.79;2;348
Lisboa;Santo Antnio;Private room;25;1;2;0.10;5;328
Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;Entire home/apt;135;2;59;2.92;1;328
Lisboa;Santo Antnio;Private room;25;1;5;0.26;5;348
Lisboa;Parque das Naes;Private room;20;1;31;1.56;4;0
